path,filename,extension,size_bytes,modified_time,category,purpose,research_stage,dependency_status,duplicate_status,final_status,recommended_action
archive/intermediate/stage3_3_engineered_features.csv,stage3_3_engineered_features.csv,.csv,1381,2026-08-23T03:49:38,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_SCIENTIFIC_PERFORMANCE_RECOVERY_REPORT.md,STAGE_5_SCIENTIFIC_PERFORMANCE_RECOVERY_REPORT.md,.md,8827,2026-08-23T04:31:04.920325,FINAL_REPORT,Stage Progress / Reconciliation Report,DOCUMENTATION,HISTORICAL_REPRO,UNIQUE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_1_QC_LEDGER.csv,STAGE_5_1_QC_LEDGER.csv,.csv,1053,2026-08-23T15:22:03.600353,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_NOVELTY_CANDIDATES.csv,STAGE_5_3_NOVELTY_CANDIDATES.csv,.csv,879,2026-08-23T15:44:28.901035,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_CLUSTER_ANALYSIS.csv,STAGE_5_3_CLUSTER_ANALYSIS.csv,.csv,150,2026-08-23T15:44:28.876990,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_4_BEST_EASY_INPUT_MODEL_PER_TARGET.csv,STAGE_5_4_BEST_EASY_INPUT_MODEL_PER_TARGET.csv,.csv,1364,2026-08-23T15:53:27.151978,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_1_full_benchmark_results.csv,stage3_1_full_benchmark_results.csv,.csv,106826,2026-08-23T00:47:02.855326,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage5_outlier_audit.csv,stage5_outlier_audit.csv,.csv,6424,2026-08-23T04:28:00,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_4_FINAL_REPORT.md,STAGE_5_4_FINAL_REPORT.md,.md,4808,2026-08-23T15:53:33.640809,FINAL_REPORT,Stage Progress / Reconciliation Report,DOCUMENTATION,HISTORICAL_REPRO,UNIQUE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_SAMPLE_CONTAMINATION_PROFILE.csv,STAGE_5_3_SAMPLE_CONTAMINATION_PROFILE.csv,.csv,3817,2026-08-23T15:44:28.883036,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_QC_LEDGER.csv,STAGE_5_3_QC_LEDGER.csv,.csv,769,2026-08-23T15:44:28.904035,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage4_SHAP_summary.csv,stage4_SHAP_summary.csv,.csv,1126,2026-08-23T04:18:01.368498,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage4_global_shap.csv,stage4_global_shap.csv,.csv,3790,2026-08-23T04:17:43.610719,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_3_FINAL_MODEL_FREEZE.csv,stage3_3_FINAL_MODEL_FREEZE.csv,.csv,2629,2026-08-23T04:13:37.559868,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage5_fold_results.csv,stage5_fold_results.csv,.csv,949742,2026-08-23T04:47:13.567284,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_2_IRRIGATION_FEASIBILITY_AUDIT.csv,STAGE_5_2_IRRIGATION_FEASIBILITY_AUDIT.csv,.csv,571,2026-08-23T15:25:12.570212,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_1_TARGET_CLASSIFICATION.csv,STAGE_5_1_TARGET_CLASSIFICATION.csv,.csv,1694,2026-08-23T15:20:59.295160,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_HIGH_CONTAMINATION_AUDIT.csv,STAGE_5_3_HIGH_CONTAMINATION_AUDIT.csv,.csv,790,2026-08-23T15:44:28.885036,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_METAL_DESCRIPTIVE_PROFILE.csv,STAGE_5_3_METAL_DESCRIPTIVE_PROFILE.csv,.csv,1115,2026-08-23T15:44:28.433047,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_3_feature_inventory.csv,stage3_3_feature_inventory.csv,.csv,4700,2026-08-23T03:49:38,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_FACIES_STATISTICAL_TESTS.csv,STAGE_5_3_FACIES_STATISTICAL_TESTS.csv,.csv,1254,2026-08-23T15:44:28.635042,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_1_FINAL_REPORT.md,STAGE_5_1_FINAL_REPORT.md,.md,6130,2026-08-23T15:22:03.604997,FINAL_REPORT,Stage Progress / Reconciliation Report,DOCUMENTATION,HISTORICAL_REPRO,UNIQUE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_2_CASE_LEVEL_DECISION_AUDIT.csv,STAGE_5_2_CASE_LEVEL_DECISION_AUDIT.csv,.csv,7016,2026-08-23T15:25:12.566352,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_4_RELATIONSHIP_VS_PREDICTION_COMPARISON.csv,STAGE_5_4_RELATIONSHIP_VS_PREDICTION_COMPARISON.csv,.csv,645,2026-08-23T15:53:27.159978,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_2_HEAVY_METAL_SCREENING.csv,STAGE_5_2_HEAVY_METAL_SCREENING.csv,.csv,1018,2026-08-23T15:25:12.567872,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_IRRIGATION_QUALITY.csv,STAGE_5_3_IRRIGATION_QUALITY.csv,.csv,829,2026-08-23T15:44:28.893035,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_2_QC_LEDGER.csv,STAGE_5_2_QC_LEDGER.csv,.csv,925,2026-08-23T15:25:12.572351,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage5_final_candidates.csv,stage5_final_candidates.csv,.csv,2691,2026-08-23T04:47:13.885150,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_1_MODEL_RESULTS.csv,STAGE_5_1_MODEL_RESULTS.csv,.csv,50145,2026-08-23T15:22:03.531599,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_2_MODEL_RECONSTRUCTION_AUDIT.csv,STAGE_5_2_MODEL_RECONSTRUCTION_AUDIT.csv,.csv,304,2026-08-23T15:25:12.381356,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_2_FINAL_REPORT.md,STAGE_5_2_FINAL_REPORT.md,.md,4668,2026-08-23T15:25:14.617378,FINAL_REPORT,Stage Progress / Reconciliation Report,DOCUMENTATION,HISTORICAL_REPRO,UNIQUE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_2_OOF_PREDICTIONS.csv,STAGE_5_2_OOF_PREDICTIONS.csv,.csv,3319,2026-08-23T15:25:12.547352,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_4_VARIABLE_AUDIT.csv,STAGE_5_4_VARIABLE_AUDIT.csv,.csv,4968,2026-08-23T15:52:47.453014,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_PCA_LOADINGS.csv,STAGE_5_3_PCA_LOADINGS.csv,.csv,1303,2026-08-23T15:44:28.864036,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage4_shap_stability.csv,stage4_shap_stability.csv,.csv,2526,2026-08-23T04:18:01.169500,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_1_raw_vs_log1p_comparison.csv,stage3_1_raw_vs_log1p_comparison.csv,.csv,41510,2026-08-23T00:47:03.000324,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_DRINKING_WATER_COMPLIANCE.csv,STAGE_5_3_DRINKING_WATER_COMPLIANCE.csv,.csv,568,2026-08-23T15:44:28.898022,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
scripts/phase7_shap_interpretation.py,phase7_shap_interpretation.py,.py,5547,2026-08-22T22:20:20.907552,RESEARCH_SCRIPT,Pipeline or analysis research script,PIPELINE,CRITICAL_REPRO,UNIQUE,KEEP_ACTIVE,preserve
scripts/stage3_2_performance_optimization.py,stage3_2_performance_optimization.py,.py,34471,2026-08-23T02:09:34.549082,RESEARCH_SCRIPT,Pipeline or analysis research script,PIPELINE,CRITICAL_REPRO,UNIQUE,KEEP_ACTIVE,preserve
scripts/audit_phase1_qa_qc.py,audit_phase1_qa_qc.py,.py,7949,2026-08-22T21:11:23.720526,RESEARCH_SCRIPT,Pipeline or analysis research script,PIPELINE,CRITICAL_REPRO,UNIQUE,KEEP_ACTIVE,preserve
scripts/phase4_feature_engineering.py,phase4_feature_engineering.py,.py,10229,2026-08-22T23:18:59.488518,RESEARCH_SCRIPT,Pipeline or analysis research script,PIPELINE,CRITICAL_REPRO,UNIQUE,KEEP_ACTIVE,preserve
scripts/stage5_1_easy_input_feasibility_audit.py,stage5_1_easy_input_feasibility_audit.py,.py,42229,2026-08-23T15:20:53.468216,RESEARCH_SCRIPT,Pipeline or analysis research script,PIPELINE,CRITICAL_REPRO,UNIQUE,KEEP_ACTIVE,preserve
scripts/stage3_1_target_transform_audit.py,stage3_1_target_transform_audit.py,.py,20490,2026-08-23T00:36:58.289498,RESEARCH_SCRIPT,Pipeline or analysis research script,PIPELINE,CRITICAL_REPRO,UNIQUE,KEEP_ACTIVE,preserve
scripts/phase1_5_hydrochemistry.py,phase1_5_hydrochemistry.py,.py,7812,2026-08-22T21:11:30.115638,RESEARCH_SCRIPT,Pipeline or analysis research script,PIPELINE,CRITICAL_REPRO,UNIQUE,KEEP_ACTIVE,preserve
scripts/phase5_ml_modeling.py,phase5_ml_modeling.py,.py,18151,2026-08-23T00:15:01.441504,RESEARCH_SCRIPT,Pipeline or analysis research script,PIPELINE,CRITICAL_REPRO,UNIQUE,KEEP_ACTIVE,preserve
scripts/master_groundwater_screening_architecture_v2.py,master_groundwater_screening_architecture_v2.py,.py,55913,2026-08-23T17:10:35.782394,RESEARCH_SCRIPT,Pipeline or analysis research script,PIPELINE,CRITICAL_REPRO,UNIQUE,KEEP_ACTIVE,preserve
scripts/stage5_3_hydrochemical_regime_association.py,stage5_3_hydrochemical_regime_association.py,.py,53310,2026-08-23T15:44:21.437230,RESEARCH_SCRIPT,Pipeline or analysis research script,PIPELINE,CRITICAL_REPRO,UNIQUE,KEEP_ACTIVE,preserve
scripts/stage5_scientific_performance_recovery.py,stage5_scientific_performance_recovery.py,.py,35340,2026-08-23T04:43:06.040004,RESEARCH_SCRIPT,Pipeline or analysis research script,PIPELINE,CRITICAL_REPRO,UNIQUE,KEEP_ACTIVE,preserve
scripts/stage5_2_tiered_screening_and_conformal.py,stage5_2_tiered_screening_and_conformal.py,.py,35654,2026-08-23T15:25:06.436513,RESEARCH_SCRIPT,Pipeline or analysis research script,PIPELINE,CRITICAL_REPRO,UNIQUE,KEEP_ACTIVE,preserve
scripts/stage5_4_multi_metal_prediction_feasibility.py,stage5_4_multi_metal_prediction_feasibility.py,.py,42627,2026-08-23T15:52:39.715216,RESEARCH_SCRIPT,Pipeline or analysis research script,PIPELINE,CRITICAL_REPRO,UNIQUE,KEEP_ACTIVE,preserve
scripts/phase2_risk_indices.py,phase2_risk_indices.py,.py,13383,2026-08-22T22:58:20.877563,RESEARCH_SCRIPT,Pipeline or analysis research script,PIPELINE,CRITICAL_REPRO,UNIQUE,KEEP_ACTIVE,preserve
scripts/master_groundwater_screening_architecture.py,master_groundwater_screening_architecture.py,.py,45699,2026-08-23T16:26:17.728518,RESEARCH_SCRIPT,Pipeline or analysis research script,PIPELINE,CRITICAL_REPRO,UNIQUE,KEEP_ACTIVE,preserve
scripts/reorganize_project.py,reorganize_project.py,.py,11136,2026-08-23T18:09:39.001857,RESEARCH_SCRIPT,Pipeline or analysis research script,PIPELINE,CRITICAL_REPRO,UNIQUE,KEEP_ACTIVE,preserve
scripts/stage3_3_hydrochemical_refinement.py,stage3_3_hydrochemical_refinement.py,.py,50589,2026-08-23T03:52:05.206564,RESEARCH_SCRIPT,Pipeline or analysis research script,PIPELINE,CRITICAL_REPRO,UNIQUE,KEEP_ACTIVE,preserve
scripts/__pycache__/phase5_ml_modeling.cpython-312.pyc,phase5_ml_modeling.cpython-312.pyc,.pyc,21242,2026-08-22T23:30:49.381148,RESEARCH_SCRIPT,Pipeline or analysis research script,PIPELINE,CRITICAL_REPRO,UNIQUE,KEEP_ACTIVE,preserve
scripts/__pycache__/stage5_scientific_performance_recovery.cpython-312.pyc,stage5_scientific_performance_recovery.cpython-312.pyc,.pyc,34702,2026-08-23T04:43:09.875787,RESEARCH_SCRIPT,Pipeline or analysis research script,PIPELINE,CRITICAL_REPRO,UNIQUE,KEEP_ACTIVE,preserve
scripts/__pycache__/stage3_3_hydrochemical_refinement.cpython-312.pyc,stage3_3_hydrochemical_refinement.cpython-312.pyc,.pyc,47942,2026-08-23T03:52:09.004377,RESEARCH_SCRIPT,Pipeline or analysis research script,PIPELINE,CRITICAL_REPRO,UNIQUE,KEEP_ACTIVE,preserve
reports/north_bengal_groundwater_hotspots.html,north_bengal_groundwater_hotspots.html,.html,74853,2026-08-22T22:58:26.388515,FINAL_REPORT,Formal Scientific Audit Report,DOCUMENTATION,CRITICAL_AUDIT,UNIQUE,KEEP_ACTIVE,preserve
reports/PHASE1_5_HYDROCHEMICAL_CHARACTERIZATION.md,PHASE1_5_HYDROCHEMICAL_CHARACTERIZATION.md,.md,7017,2026-08-22T21:10:19.145306,FINAL_REPORT,Formal Scientific Audit Report,DOCUMENTATION,CRITICAL_AUDIT,UNIQUE,KEEP_ACTIVE,preserve
reports/shap_importance_As_num.png,shap_importance_As_num.png,.png,102223,2026-08-22T22:29:33.636346,FINAL_REPORT,Formal Scientific Audit Report,DOCUMENTATION,CRITICAL_AUDIT,UNIQUE,KEEP_ACTIVE,preserve
reports/shap_importance_HEI.png,shap_importance_HEI.png,.png,109643,2026-08-22T22:29:35.246346,FINAL_REPORT,Formal Scientific Audit Report,DOCUMENTATION,CRITICAL_AUDIT,UNIQUE,KEEP_ACTIVE,preserve
reports/PHASE2_RISK_INDICES_AND_HOTSPOT_REPORT.md,PHASE2_RISK_INDICES_AND_HOTSPOT_REPORT.md,.md,6286,2026-08-22T21:17:02.054614,FINAL_REPORT,Formal Scientific Audit Report,DOCUMENTATION,CRITICAL_AUDIT,UNIQUE,KEEP_ACTIVE,preserve
reports/PHASE1_DATASET_AND_HYDROCHEMICAL_AUDIT.md,PHASE1_DATASET_AND_HYDROCHEMICAL_AUDIT.md,.md,12371,2026-08-22T20:57:22.800352,FINAL_REPORT,Formal Scientific Audit Report,DOCUMENTATION,CRITICAL_AUDIT,UNIQUE,KEEP_ACTIVE,preserve
reports/shap_importance_Fe_num.png,shap_importance_Fe_num.png,.png,108269,2026-08-22T22:29:34.050346,FINAL_REPORT,Formal Scientific Audit Report,DOCUMENTATION,CRITICAL_AUDIT,UNIQUE,KEEP_ACTIVE,preserve
reports/shap_importance_HPI.png,shap_importance_HPI.png,.png,118196,2026-08-22T22:29:34.866346,FINAL_REPORT,Formal Scientific Audit Report,DOCUMENTATION,CRITICAL_AUDIT,UNIQUE,KEEP_ACTIVE,preserve
reports/shap_importance_Mn_num.png,shap_importance_Mn_num.png,.png,97157,2026-08-22T22:29:34.419346,FINAL_REPORT,Formal Scientific Audit Report,DOCUMENTATION,CRITICAL_AUDIT,UNIQUE,KEEP_ACTIVE,preserve
reports/shap_importance_WQI.png,shap_importance_WQI.png,.png,125194,2026-08-22T22:29:35.620347,FINAL_REPORT,Formal Scientific Audit Report,DOCUMENTATION,CRITICAL_AUDIT,UNIQUE,KEEP_ACTIVE,preserve
figures/stage4/ni_shap_beeswarm.png,ni_shap_beeswarm.png,.png,215460,2026-08-23T04:17:44.575707,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
figures/stage4/pb_shap_beeswarm.png,pb_shap_beeswarm.png,.png,159939,2026-08-23T04:17:47.106676,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
figures/stage4/pb_top3_dependence.png,pb_top3_dependence.png,.png,199503,2026-08-23T04:17:48.989652,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
figures/stage4/ni_top2_dependence.png,ni_top2_dependence.png,.png,217475,2026-08-23T04:17:46.136688,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
figures/stage4/pb_top1_dependence.png,pb_top1_dependence.png,.png,181123,2026-08-23T04:17:47.949665,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
figures/stage4/ni_top3_dependence.png,ni_top3_dependence.png,.png,220505,2026-08-23T04:17:46.638682,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
figures/stage4/ni_top1_dependence.png,ni_top1_dependence.png,.png,219063,2026-08-23T04:17:45.556695,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
figures/stage4/pb_shap_bar.png,pb_shap_bar.png,.png,97613,2026-08-23T04:17:47.443672,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
figures/stage4/ni_shap_bar.png,ni_shap_bar.png,.png,135244,2026-08-23T04:17:44.989702,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
figures/stage4/pb_top2_dependence.png,pb_top2_dependence.png,.png,200732,2026-08-23T04:17:48.460659,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
ref pep/1.pdf,1.pdf,.pdf,11784176,2026-08-22T18:57:55.824047,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
ref pep/2.pdf,2.pdf,.pdf,5119762,2026-08-21T00:16:08.349467,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
ref pep/9.pdf,9.pdf,.pdf,4888720,2026-08-21T00:09:04.175541,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
ref pep/file_mapping.txt,file_mapping.txt,.txt,1252,2026-08-22T19:56:57.769242,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
ref pep/6.pdf,6.pdf,.pdf,5476494,2026-08-21T00:14:36.300536,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
ref pep/8.pdf,8.pdf,.pdf,2413241,2026-08-21T00:18:32.594524,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
ref pep/14.pdf,14.pdf,.pdf,1817,2026-08-22T19:51:52.762320,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
ref pep/5.pdf,5.pdf,.pdf,3377804,2026-08-21T00:17:44.376991,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
ref pep/groundwater_literature_review.pdf,groundwater_literature_review.pdf,.pdf,91970,2026-08-22T20:13:17.286529,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
ref pep/10.pdf,10.pdf,.pdf,4682496,2026-08-22T19:52:49.816252,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
ref pep/13.pdf,13.pdf,.pdf,4086037,2026-08-22T19:53:06.347373,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
ref pep/12.pdf,12.pdf,.pdf,2644500,2026-08-22T19:53:02.838348,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
ref pep/17.pdf,17.pdf,.pdf,2406785,2026-08-22T19:53:13.038420,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
ref pep/7.pdf,7.pdf,.pdf,4317969,2026-08-22T18:55:42.062516,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
ref pep/4.pdf,4.pdf,.pdf,2107434,2026-08-21T00:12:32.030567,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
ref pep/16.pdf,16.pdf,.pdf,1817,2026-08-22T19:51:53.901351,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
ref pep/3.pdf,3.pdf,.pdf,16545254,2026-08-22T18:59:41.417693,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
ref pep/15.pdf,15.pdf,.pdf,3989253,2026-08-22T19:53:09.703397,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
ref pep/11.pdf,11.pdf,.pdf,24384,2026-08-22T19:53:27.563517,UNKNOWN,Uncategorized file,UNKNOWN,UNCHECKED,UNKNOWN,ARCHIVE,move_to_archive_intermediate
data/processed/phase4_features_track2_parsimonious.csv,phase4_features_track2_parsimonious.csv,.csv,6431,2026-08-22T23:19:06.450199,PROCESSED_DATA,Cleaned Hydrochemical Feature Set,PREPROCESSING,CRITICAL_ML_DEP,UNIQUE,KEEP_ACTIVE,preserve
data/processed/phase2_risk_indices_results.csv,phase2_risk_indices_results.csv,.csv,40274,2026-08-22T22:58:26.321339,PROCESSED_DATA,Cleaned Hydrochemical Feature Set,PREPROCESSING,CRITICAL_ML_DEP,UNIQUE,KEEP_ACTIVE,preserve
data/processed/phase4_features_track1_parsimonious.csv,phase4_features_track1_parsimonious.csv,.csv,4714,2026-08-22T23:19:06.445941,PROCESSED_DATA,Cleaned Hydrochemical Feature Set,PREPROCESSING,CRITICAL_ML_DEP,UNIQUE,KEEP_ACTIVE,preserve
data/processed/phase4_features_track1.csv,phase4_features_track1.csv,.csv,9733,2026-08-22T23:19:06.443942,PROCESSED_DATA,Cleaned Hydrochemical Feature Set,PREPROCESSING,CRITICAL_ML_DEP,UNIQUE,KEEP_ACTIVE,preserve
data/processed/phase4_features_track1_full.csv,phase4_features_track1_full.csv,.csv,9733,2026-08-22T23:19:06.436942,PROCESSED_DATA,Cleaned Hydrochemical Feature Set,PREPROCESSING,CRITICAL_ML_DEP,UNIQUE,KEEP_ACTIVE,preserve
data/processed/phase7_shap_importance_summary.csv,phase7_shap_importance_summary.csv,.csv,3575,2026-08-22T22:29:35.675347,PROCESSED_DATA,Cleaned Hydrochemical Feature Set,PREPROCESSING,CRITICAL_ML_DEP,UNIQUE,KEEP_ACTIVE,preserve
